32,35,42,42,42,48,48,48,48,48,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
34,34,40,40,41,44,44,44,50,50,51,51,51,51,52,52,52,54,65,65,65,65,65,65,65,65,65,65,65,65,65,65,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
36,44,44,52,52,52,52,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
36,36,37,38,44,44,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,63,63,63,63,63,63,63,63,63,63,63,63,63,63
32,32,36,37,37,37,39,42,43,43,43,43,43,43,43,44,44,44,44,45,55,55,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,59,59,59,59,59,59
30,44,44,44,44,44,44,45,45,53,53,53,73,73,85,85,85,85,85,85,85,86,86,86,86,89
42,42,42,42,42,47,47,47,47,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
45,45,45,47,49,49,49,49,49,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
46,46,46,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
42,42,42,54,54,54,54,54,54,54,54,54,54,54,54,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
44,44,50,50,50,50,50,50,50,50,50,50,50,50,50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
34,35,60,60,60,60,60,60,60,61,61,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
28,42,42,44,55,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,89
44,44,51,51,51,51,51,51,51,51,51,51,51,51,51,54,54,54,54,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
44,51,51,52,52,52,52,53,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
48,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,60,60,60,60,60,60
33,33,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,52,53,53,53,53,53,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
31,35,35,35,37,37,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,50,50,50,50,50,50,50,50,50,50,50,52,52,52
39,44,46,46,46,46,46,46,46,46,46,46,46,46,46,48,48,48,48,48,48,48,48,48,48,50,50,50,50,50,50,50,50,50,50,50,50,50,53,53,53,53,53,53,53,53,53,55,55,55,55
67,67,85,85,85,85,85,85,86,86,86,89
42,71,78,78,85,85,88,88,88,88,88,88,89
28,36,36,36,36,36,40,40,40,40,40,42,43,43,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
34,34,47,47,47,47,49,49,49,49,56,56,56,56,60,60,60,60,60,60,60,60,60,60,60,60,60,65,65,65,65,65,65,65,65,65,65,65,65,69,69,69,69,69,69,69,69,69,69,69,69
27,52,52,52,52,52,71,71,71,71,71,71,71,71,73,73,73,73,73,73,73,73,73,73,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
46,46,46,46,46,46,46,46,46,46,46,46,46,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,62,62,62,62
27,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,49,49,49,50,50,50,50,55,55,55,55,55,55,55,55,55
38,42,42,42,42,43,43,43,43,43,43,45,46,46,46,46,54,54,54,54,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
34,34,41,43,43,48,48,48,48,48,48,48,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
30,37,37,53,53,53,53,55,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
27,40,42,42,42,42,42,42,42,42,42,42,42,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
27,46,46,46,46,46,46,46,46,46,46,48,48,48,50,50,50,50,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56
46,51,51,51,51,51,51,51,51,51,51,51,55,55,56,56,57,57,57,57,57,57,57,57,57,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
45,45,45,45,45,45,45,45,45,45,45,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,52,52,52,52,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
44,48,48,76,76,79,79,79,80,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
27,36,40,47,47,47,47,47,47,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
37,37,37,39,39,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
78,78,78,80,89
30,34,46,46,46,48,48,48,48,48,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
46,46,51,51,51,51,51,65,84,89
27,51,51,51,51,51,51,51,54,54,54,54,54,54,54,54,57,57,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
32,32,37,37,42,42,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
28,48,50,63,63,63,66,66,66,66,66,66,67,68,68,73,73,73,73,73,73,73,73,73,76,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
44,44,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
33,37,37,44,51,51,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
29,35,77,77,77,77,77,77,79,79,79,79,82,82,87,89
30,43,43,43,43,43,43,43,43,43,43,45,45,45,45,49,49,49,49,49,49,49,49,49,49,49,49,49,49,53,53,53,53,53,53,53,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
40,44,44,44,44,45,47,47,56,56,56,56,56,56,56,56,56,56,56,56,56,59,59,59,59,59,59,59,59,59,59,62,62,62,62,62,64,64,64,64,64,64,68,68,68,68,68,68,68,68,68
29,36,40,45,45,46,46,51,52,52,52,52,54,54,54,56,56,56,56,56,56,56,56,57,57,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,68,68,68,68,68,68,68,68,68,68,68
31,33,37,38,42,42,42,45,48,48,48,48,48,48,48,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,57,57,57,57,59,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
31,45,58,58,58,58,58,58,58,58,85,85,85,88,88,89